Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Autodesk  inc.,ADSK,"",0.0,0.0,,0.0019,"",-1316.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,"","",147.7
Johnson controls international plc (tyco laboratories),JCI,"",0.0,0.0,,0.0026,"",-8078.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",40.71
Penumbra inc,PEN,"",0.0,0.0,,0.0018,"",-1362.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",164.27
Solarwinds corp,SWI,"",0.0,0.0,,0.0025,"",-15738.7,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",18.55
Digital realty trust  inc.,DLR,"",0.0,0.0,,0.002,"",-2134.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",119.74
Navient corp,NAVI,"",0.0,0.0,,0.0013,"",-11861.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",13.68
Concho resources inc,CXO1,"",0.0,0.0,,0.0069,"",-9967.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",87.57
Ishares msci hong kong etf-ishares msci hong kong etf,EWH,"",0.0,0.0,,0.0096,"",-49558.0,-100.0,soldall,No Data,Q2 2019,FINANCE,"","",24.33
Abiomed inc,ABMD,"",0.0,0.0,,0.0037,"",-2704.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",170.59
Dine brands global inc,DIN,"",0.0,0.0,,0.0045,"",-6829.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,"","",81.91
Signet jewelers ltd,SIG,"",0.0,0.0,,0.0105,"",-60977.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",21.74
Anheuser-busch inbev sa adr,BUD,"",0.0,0.0,,0.0357,"",-54636.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,"","",87.52
Crown holdings inc. (crown cork & seal),CCK,"",0.0,0.0,,0.0031,"",-5405.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",72.54
Mednax inc,MD,"",0.0,0.0,,0.002,"",-9006.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",27.79
Stericycle inc.,SRCL,"",0.0,0.0,,0.0016,"",-3210.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",63.81
Tjx companies inc.,TJX,"",0.0,0.0,,0.0088,"",-18153.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",49.92
Coupa software inc,COUP,"",0.0,0.0,,0.0235,"",-20195.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,"","",140.92
Affiliated managers group inc,AMG,"",0.0,0.0,,0.0046,"",-6792.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",84.74
Boot barn holdings inc,BOOT,"",0.0,0.0,,0.002,"",-5737.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",44.53
Dave & busters entertainment inc,PLAY,"",0.0,0.0,,0.0035,"",-10817.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",40.17
Dicks sporting goods  inc,DKS,"",0.0,0.0,,0.0092,"",-23458.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",37.63
Bluebird bio inc,BLUE,"",0.0,0.0,,0.0024,"",-5226.44,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",87.75
Neurocrine biosciences inc.,NBIX,"",0.0,0.0,,0.0022,"",-2541.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",107.49
Sba communications corp.,SBAC,"",0.0,0.0,,0.0019,"",-1009.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",240.99
Spectrum brands holdings (zapata off-shore - hrg group),SPB,"",0.0,0.0,,0.0022,"",-4377.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",64.29
Kirby corp,KEX,"",0.0,0.0,,0.004,"",-5660.0,-100.0,soldall,0.0000000,Q4 2019,TRANSPORTS,"","",89.53
Owens corning inc,OC,"",0.0,0.0,,0.0042,"",-8145.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",65.12
Roku inc,ROKU,"",0.0,0.0,,0.0115,"",-10762.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",133.9
Tupperware brands corp.,TUP,"",0.0,0.0,,0.0009,"",-13798.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",8.58
Shake shack inc,SHAK,"",0.0,0.0,,0.0018,"",-3752.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",77.02
Columbia sportswear co,COLM,"",0.0,0.0,,0.0054,"",-6770.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",100.19
Empire state realty trust inc,ESRT,"",0.0,0.0,,0.0025,"",-22135.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",13.96
Northrop grumman corp.,NOC,"",0.0,0.0,,0.0016,"",-584.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",343.97
Xerox corp. (haloid co.),XRX,"",0.0,0.0,,0.5784,"",-1971876.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",36.87
Coherent inc.,COHR,"",0.0,0.0,,0.0052,"",-3954.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",166.35
Parker-hannifin corp.,PH,"",0.0,0.0,,0.0016,"",-996.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",205.82
Exxonmobil corp. (standard oil of new jersey),XOM,"",0.0,0.0,,0.0026,"",-4697.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",69.78
Reliance steel & aluminum co.,RS,"",0.0,0.0,,0.0021,"",-2207.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",119.76
Vera bradley inc,VRA,"",0.0,0.0,,0.001,"",-10339.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,"","",11.8
Lululemon athletica inc.,LULU,"",0.0,0.0,,0.0145,"",-7851.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",190.49
Travelers companies  inc. (the) (st. paul fire and marine insurance),TRV,"",0.0,0.0,,0.0033,"",-3022.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",136.95
Dropbox inc,DBX,"",0.0,0.0,,0.0056,"",-39162.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,"","",19.39
Kraft heinz co. (the),KHC,"",0.0,0.0,,0.039,"",-152413.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",32.13
Trimble navigation ltd.,TRMB,"",0.0,0.0,,0.0031,"",-9386.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",41.69
Agilent technologies inc,A,"",0.0,0.0,,0.0035,"",-5196.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",85.31
Suburban propane partners lp,SPH,"",0.0,0.0,,0.0052,"",-30022.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",21.85
Nu skin enterprises inc. class a,NUS,"",0.0,0.0,,0.0025,"",-7816.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",40.98
Chicos fas inc,CHS,"",0.0,0.0,,0.0028,"",-93208.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,"","",4.03
Aptiv plc,APTV,"",0.0,0.0,,0.0048,"",-6336.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",94.97
Avery dennison corp.,AVY,"",0.0,0.0,,0.0042,"",-4026.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",130.82
Target corp.,TGT,"",0.0,0.0,,0.0029,"",-2844.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",106.91
Graftech international ltd,EAF,"",0.0,0.0,,0.0047,"",-50763.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",11.62
Intercontinental exchange inc,ICE,"",0.0,0.0,,0.0021,"",-2893.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",92.55
Zillow group inc class c,Z,"",0.0,0.0,,0.0147,"",-40116.0,-100.0,soldall,0.0000000,Q4 2017,COMMUNICATIONS,"","",34.57
Baker hughes company,BKR,"",0.0,0.0,,0.0057,"",-28085.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",25.63
Hostess brands inc class a,TWNK,"",0.0,0.0,,0.0226,"",-195808.0,-100.0,soldall,0.0000000,Q2 2019,FINANCE,"","",14.52
Site centers corp. (developers diversified realty - ddr corp.),SITC,"",0.0,0.0,,0.003,"",-27298.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",14.02
Heico corp.,HEI,"",0.0,0.0,,0.0055,"",-6082.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",114.15
Healthcare trust of america inc,HTA,"",0.0,0.0,,0.0033,"",-13913.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",30.28
Chipotle mexican grill  inc.,CMG,"",0.0,0.0,,0.0162,"",-2426.0,-100.0,soldall,0.0000000,Q4 2017,CONSUMER DISCRETIONARY,"","",767.12
Hill-rom holdings,HRC,"",0.0,0.0,,0.0016,"",-1820.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",113.53
Golar lng ltd,GLNG,"",0.0,0.0,,0.0015,"",-13412.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",14.22
Tailored brands inc,TLRDQ1,"",0.0,0.0,,0.0083,"",-250980.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",4.14
Lennox international  inc.,LII,"",0.0,0.0,,0.006,"",-3072.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",243.97
Alcoa corp,AA,"",0.0,0.0,,0.0016,"",-9410.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",21.51
Public storage  inc.,PSA,"",0.0,0.0,,0.0025,"",-1467.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",212.96
Cdk global inc,CDK,"",0.0,0.0,,0.0029,"",-6568.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",54.68
Zions bancorp,ZION,"",0.0,0.0,,0.0023,"",-5587.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",51.92
Workday inc,WDAY,"",0.0,0.0,,1.7829,"",-1362731.0,-100.0,soldall,0.0000000,Q4 2018,COMMUNICATIONS,"","",165.23
Caseys general stores  inc.,CASY,"",0.0,0.0,,0.0018,"",-1400.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",158.99
Brown-forman corp. class b,BF.B,"",0.0,0.0,,0.0396,"",-73559.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,"","",66.39
Irobot corp,IRBT,"",0.0,0.0,,0.0089,"",-22188.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",50.63
Ecolab inc.,ECL,"",0.0,0.0,,0.0018,"",-1171.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",192.99
Grainger (w.w.) inc.,GWW,"",0.0,0.0,,0.0047,"",-1762.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",338.52
Apple inc,AAPL,"",0.0,0.0,,0.005,"",-8596.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",73.41
Adaptive biotechnologies corp,ADPT,"",0.0,0.0,,0.0022,"",-9196.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",29.92
Darden restaurants inc,DRI,"",0.0,0.0,,0.0066,"",-7648.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",121.53
Quanta services  inc.,PWR,"",0.0,0.0,,0.0021,"",-6345.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",40.71
Voya financial inc,VOYA,"",0.0,0.0,,0.0026,"",-5358.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",60.98
Simply good foods co/the,SMPL,"",0.0,0.0,,0.031,"",-136581.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",28.0
Petmed express inc,PETS,"",0.0,0.0,,0.0119,"",-63483.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",23.52
Anthem inc,ANTM,"",0.0,0.0,,0.0026,"",-1079.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",302.03
Expedia group inc,EXPE,"",0.0,0.0,,0.0209,"",-24297.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",108.14
Spartannash co,SPTN,"",0.0,0.0,,0.0042,"",-37023.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER STAPLES,"","",11.83
Msc industrial direct  inc.,MSM,"",0.0,0.0,,0.0045,"",-7189.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",78.47
Teradata corp.,TDC,"",0.0,0.0,,0.0076,"",-35780.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",26.77
Hanesbrands  inc.,HBI,"",0.0,0.0,,0.0143,"",-121043.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",14.93
National fuel gas co.,NFG,"",0.0,0.0,,0.0054,"",-14623.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",46.54
Deere & co.,DE,"",0.0,0.0,,0.0061,"",-4414.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",173.26
Sprint corp,S1,"",0.0,0.0,,0.0011,"",-27039.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",5.21
Americold realty trust,COLD,"",0.0,0.0,,0.0031,"",-11051.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",35.06
Oxford industries,OXM,"",0.0,0.0,,0.0026,"",-4316.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,"","",74.06
Electronic arts  inc.,EA,"",0.0,0.0,,1.1322,"",-1323687.0,-100.0,soldall,0.0000000,Q4 2014,INFORMATION TECHNOLOGY,"","",78.67
Ipg photonics corp,IPGP,"",0.0,0.0,,0.0064,"",-5564.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",144.92
Biotechne corp,TECH,"",0.0,0.0,,0.0029,"",-1668.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",219.51
Treehouse foods inc,THS,"",0.0,0.0,,0.0098,"",-25481.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",48.5
First republic bank (ca),FRC,"",0.0,0.0,,0.003,"",-3178.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",117.45
Invesco ltd. adr,IVZ,"",0.0,0.0,,0.003,"",-20967.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",17.98
Olin corp. (mathieson chemical),OLN,"",0.0,0.0,,0.0025,"",-17905.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",17.25
Kosmos energy ltd,KOS,"",0.0,0.0,,0.0015,"",-32331.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",5.7
Nektar therapeutics  inc.,NKTR,"",0.0,0.0,,0.0038,"",-22128.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",21.59
Essex property trust  inc.,ESS,"",0.0,0.0,,0.0023,"",-951.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",300.86
Ceridian hcm holding inc,CDAY,"",0.0,0.0,,0.0033,"",-6147.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,"","",49.37
Skyworks solutions  inc.,SWKS,"",0.0,0.0,,0.0023,"",-2363.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",120.88
Transunion,TRU,"",0.0,0.0,,0.0035,"",-5168.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,"","",81.11
Alaska air group inc,ALK,"",0.0,0.0,,0.0023,"",-4335.0,-100.0,soldall,0.0000000,Q3 2019,TRANSPORTS,"","",64.91
Element solutions inc,ESI,"",0.0,0.0,,0.0069,"",-74146.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",11.68
Bright horizons family solutions  inc.,BFAM,"",0.0,0.0,,0.0033,"",-2720.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",150.29
Realreal inc,REAL,"",0.0,0.0,,0.0042,"",-27753.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",22.36
Ppl corp. (pennsylvania power & light),PPL,"",0.0,0.0,,0.007,"",-24656.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",35.88
Sabre corp,SABR,"",0.0,0.0,,0.0034,"",-19113.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",22.44
Dolby laboratories,DLB,"",0.0,0.0,,0.0044,"",-8102.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",68.8
Spdr(r) euro stoxx 50(r) etf-spdr(r) euro stoxx 50(r) etf,FEZ,"",0.0,0.0,,0.0106,"",-32717.0,-100.0,soldall,No Data,Q1 2019,FINANCE,"","",40.79
W&t offshore inc,WTI,"",0.0,0.0,,0.0005,"",-10984.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",5.56
Ryder system inc.,R,"",0.0,0.0,,0.003,"",-6876.0,-100.0,soldall,0.0000000,Q4 2019,TRANSPORTS,"","",54.31
Old dominion freight line inc,ODFL,"",0.0,0.0,,0.0057,"",-5673.0,-100.0,soldall,0.0000000,Q4 2019,TRANSPORTS,"","",84.35
Guidewire software  inc.,GWRE,"",0.0,0.0,,0.0047,"",-5347.0,-100.0,soldall,0.0000000,Q2 2019,INFORMATION TECHNOLOGY,"","",101.38
Quest diagnostics  inc.,DGX,"",0.0,0.0,,0.0028,"",-3251.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",106.79
Philip morris international inc,PM,"",0.0,0.0,,0.0068,"",-10002.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",85.09
Clear channel outdoor holdings inc,CCO,"",0.0,0.0,,0.0003,"",-13326.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",2.86
Sarepta therapeutics inc,SRPT,"",0.0,0.0,,0.0026,"",-2582.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",129.04
J c penney company inc,CPPRQ1,"",0.0,0.0,,0.0306,"",-3429321.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",0.99
Crocs inc,CROX,"",0.0,0.0,,0.0205,"",-61400.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",41.89
Pinduoduo inc,PDD,"",0.0,0.0,,0.2267,"",-753336.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",35.83
Encompass health corp,EHC,"",0.0,0.0,,0.0022,"",-4059.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",69.27
Apache corp,APA,"",0.0,0.0,,0.0028,"",-13548.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",25.59
Yeti holdings inc,YETI,"",0.0,0.0,,0.0099,"",-35819.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",34.78
Highwoods properties  inc.,HIW,"",0.0,0.0,,0.0022,"",-5598.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",48.91
Noble energy inc,NBL1,"",0.0,0.0,,0.0054,"",-27176.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",24.84
Bloomin brands inc,BLMN,"",0.0,0.0,,0.0016,"",-9313.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",22.07
Genpact ltd,G,"",0.0,0.0,,0.002,"",-5975.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",42.17
Mccormick & co. non-voting shares,MKC,"",0.0,0.0,,0.046,"",-68142.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",161.93
Aptargroup  inc.,ATR,"",0.0,0.0,,0.0017,"",-1795.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",115.62
Alliance data systems corp,ADS,"",0.0,0.0,,0.0041,"",-5726.21,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",112.2
Bgc partners inc,BGCP,"",0.0,0.0,,0.0009,"",-19954.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",5.94
Activision blizzard inc,ATVI,"",0.0,0.0,,2.5514,"",-5397226.0,-100.0,soldall,0.0000000,Q4 2014,INFORMATION TECHNOLOGY,"","",38.17
Ebay inc.,EBAY,"",0.0,0.0,,0.0073,"",-25254.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",36.11
3m co. (minnesota mining & manufacturing),MMM,"",0.0,0.0,,0.0094,"",-6711.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",176.42
Hilton grand vacations inc,HGV,"",0.0,0.0,,0.0052,"",-19155.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",34.39
Keysight technologies inc,KEYS,"",0.0,0.0,,0.0021,"",-2538.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",102.63
Abbvie inc,ABBV,"",0.0,0.0,,0.0059,"",-8406.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",88.54
Salesforce.com inc.,CRM,"",0.0,0.0,,0.2958,"",-228582.0,-100.0,soldall,0.0000000,Q3 2018,INFORMATION TECHNOLOGY,"","",149.08
Axalta coating systems ltd,AXTA,"",0.0,0.0,,0.0022,"",-9124.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",30.4
Slm corp,SLM,"",0.0,0.0,,0.0032,"",-45783.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",8.91
Gogo inc,GOGO,"",0.0,0.0,,0.001,"",-18707.0,-100.0,soldall,0.0000000,Q1 2018,UTILITIES AND TELECOMMUNICATIONS,"","",5.97
Red robin gourmet burgers inc,RRGB,"",0.0,0.0,,0.01,"",-38047.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",31.35
Incyte corporation,INCY,"",0.0,0.0,,0.0073,"",-10471.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",87.32
Charles schwab corp,SCHW,"",0.0,0.0,,0.0726,"",-191799.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",47.56
Primerica inc,PRI,"",0.0,0.0,,0.0017,"",-1642.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",130.56
Boeing company,BA,"",0.0,0.0,,0.0066,"",-2551.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",325.76
Medallia inc,MDLA1,"",0.0,0.0,,0.01,"",-40201.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",31.11
Janus henderson group plc,JHG,"",0.0,0.0,,0.006,"",-31063.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",24.45
Mks instruments inc,MKSI,"",0.0,0.0,,0.0031,"",-3537.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",110.01
Unum group  inc.,UNM,"",0.0,0.0,,0.0017,"",-7398.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",29.16
Etsy inc,ETSY,"",0.0,0.0,,0.0063,"",-17760.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",56.5
Gap (the),GPS,"",0.0,0.0,,0.0167,"",-118546.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",17.68
Antero resources corp,AR,"",0.0,0.0,,0.001,"",-43695.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",2.85
Alkermes plc.,ALKS,"",0.0,0.0,,0.0047,"",-28990.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",20.4
Old republic international corp.,ORI,"",0.0,0.0,,0.0025,"",-13988.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",22.37
Pg&e corp. (pacific gas & electric),PCG,"",0.0,0.0,,0.002,"",-22686.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",10.87
Cognex corp,CGNX,"",0.0,0.0,,0.0037,"",-8277.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",56.04
Realpage inc,RP1,"",0.0,0.0,,0.005,"",-11742.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",53.75
Commscope holding co inc,COMM,"",0.0,0.0,,0.009,"",-79772.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",14.19
Progressive corp.,PGR,"",0.0,0.0,,0.004,"",-6920.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",72.39
Duke realty corp.,DRE,"",0.0,0.0,,0.0025,"",-9063.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",34.67
Gnc holdings inc,GNCIQ1,"",0.0,0.0,,0.0005,"",-25011.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",2.7
Vmware inc,VMW,"",0.0,0.0,,0.0053,"",-4414.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,"","",150.06
Teleflex  inc.,TFX,"",0.0,0.0,,0.0017,"",-552.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",376.44
Chemours co (the),CC,"",0.0,0.0,,0.0024,"",-16959.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",18.09
Wyndham destinations inc,TNL,"",0.0,0.0,,0.0034,"",-8361.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",51.69
Bruker corp,BRKR,"",0.0,0.0,,0.0029,"",-7190.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",50.97
Monro muffler brake  inc.,MNRO,"",0.0,0.0,,0.0081,"",-12952.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",78.2
Pitney-bowes inc.,PBI,"",0.0,0.0,,0.0003,"",-10250.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",4.03
Gartner  inc.,IT,"",0.0,0.0,,0.0063,"",-5107.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",154.1
Colfax corp,CFX,"",0.0,0.0,,0.0055,"",-18948.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",36.38
