Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2001-07-13 00:00:00-04:00,13.891073730010167,14.138922935345299,13.560608122896658,13.958319664001465,603300,0.0,0.0,0.0
2001-07-16 00:00:00-04:00,13.708555287106458,13.746982024623595,13.149454116821289,13.149454116821289,180000,0.0,0.0,0.0
2001-07-17 00:00:00-04:00,13.055296840638345,13.689329147338867,13.045690440452553,13.689329147338867,287100,0.0,0.0,0.0
2001-07-18 00:00:00-04:00,13.276247943650983,13.374234769113647,13.12254333496094,13.122543334960938,301800,0.0,0.0,0.0
2001-07-19 00:00:00-04:00,13.910279689208673,13.967919189868923,13.679722785949707,13.679722785949707,405000,0.0,0.0,0.0
2001-07-20 00:00:00-04:00,13.40113600984014,13.622086566100908,13.40113600984014,13.612480163574219,360000,0.0,0.0,0.0
2001-07-23 00:00:00-04:00,13.68933522444038,13.68933522444038,13.199400901794432,13.199400901794434,195300,0.0,0.0,0.0
2001-07-24 00:00:00-04:00,13.122544118456206,13.122544118456206,12.834347685109783,12.843954086303711,150300,0.0,0.0,0.0
2001-07-25 00:00:00-04:00,12.795924460396234,13.036087833061638,12.613399505615234,12.613399505615234,179100,0.0,0.0,0.0
2001-07-26 00:00:00-04:00,13.170577925973358,13.919888252869317,13.122544818060774,13.78539752960205,281700,0.0,0.0,0.0
2001-07-27 00:00:00-04:00,13.929498652025252,14.256120775515212,13.929498652025252,14.104336738586426,121500,0.0,0.0,0.0
2001-07-30 00:00:00-04:00,14.177338461101922,14.321436631433215,14.081273380674991,14.19847297668457,7800,0.0,0.0,0.0
2001-07-31 00:00:00-04:00,14.486669317347156,14.486669317347156,14.19847297668457,14.19847297668457,152100,0.0,0.0,0.0
2001-08-01 00:00:00-04:00,14.746051346917591,15.120707621285742,14.746051346917591,14.938183784484863,28500,0.0,0.0,0.0
2001-08-02 00:00:00-04:00,15.31284002529719,15.360872038649964,15.207167397156459,15.226381301879883,64800,0.0,0.0,0.0
2001-08-03 00:00:00-04:00,15.226384660063275,15.226384660063275,14.938188118855548,15.034252166748047,9600,0.0,0.0,0.0
2001-08-06 00:00:00-04:00,14.707625002600277,14.822904019616518,14.67880579803731,14.765264511108398,21900,0.0,0.0,0.0
2001-08-07 00:00:00-04:00,14.52510360636772,14.536630630493164,14.409824570054338,14.536630630493164,18600,0.0,0.0,0.0
2001-08-08 00:00:00-04:00,14.475154649090005,14.707633437119075,14.371403694152832,14.371403694152832,18900,0.0,0.0,0.0
2001-08-09 00:00:00-04:00,13.833430339380639,13.977528572082521,13.833430339380639,13.97752857208252,3000,0.0,0.0,0.0
2001-08-10 00:00:00-04:00,13.948706393930292,14.025557595659304,13.948706393930292,14.00634479522705,12600,0.0,0.0,0.0
2001-08-13 00:00:00-04:00,14.313762385721255,14.371401920169507,14.236911138967155,14.342582702636719,24300,0.0,0.0,0.0
2001-08-14 00:00:00-04:00,14.448254951874262,14.448254951874262,14.400221824645994,14.400221824645996,4200,0.0,0.0,0.0
