Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.0,0.12132359739781091,0.10958293080329895,0.10958293080329895,113400,0.0,0.0
1980-03-18 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,81000,0.0,0.0
1980-03-19 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-03-20 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-03-21 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,32400,0.0,0.0
1980-03-24 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,48600,0.0,0.0
1980-03-25 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-03-26 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,405000,0.0,0.0
1980-03-27 00:00:00-05:00,0.0,0.11740986275233532,0.10566919296979904,0.10566919296979904,16200,0.0,0.0
1980-03-28 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,518400,0.0,0.0
1980-03-31 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-04-01 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-04-02 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,32400,0.0,0.0
1980-04-03 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,194400,0.0,0.0
1980-04-07 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-04-08 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-04-09 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-04-10 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,16200,0.0,0.0
1980-04-11 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,113400,0.0,0.0
1980-04-14 00:00:00-05:00,0.10762575268745421,0.10762575268745421,0.10762575268745421,0.10762575268745422,0,0.0,0.0
1980-04-15 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,226800,0.0,0.0
1980-04-16 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,16200,0.0,0.0
1980-04-17 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,16200,0.0,0.0
1980-04-18 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,48600,0.0,0.0
1980-04-21 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,1004400,0.0,0.0
1980-04-22 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,32400,0.0,0.0
1980-04-23 00:00:00-05:00,0.0,0.11936705462798462,0.10762575268745421,0.10762575268745422,48600,0.0,0.0
1980-04-24 00:00:00-05:00,0.0,0.12132359739781091,0.10958293080329895,0.10958293080329895,113400,0.0,0.0
1980-04-25 00:00:00-05:00,0.10958293080329895,0.10958293080329895,0.10958293080329895,0.10958293080329895,0,0.0,0.0
1980-04-28 00:00:00-04:00,0.0,0.12132359739781091,0.10958293080329895,0.10958293080329895,162000,0.0,0.0
1980-04-29 00:00:00-04:00,0.0,0.12132359739781091,0.10958293080329895,0.10958293080329895,129600,0.0,0.0
1980-04-30 00:00:00-04:00,0.10958293080329895,0.10958293080329895,0.10958293080329895,0.10958293080329895,0,0.0,0.0
1980-05-01 00:00:00-04:00,0.0,0.12132359739781091,0.10958293080329895,0.10958293080329895,16200,0.0,0.0
1980-05-02 00:00:00-04:00,0.0,0.12523730725229812,0.11349601298570633,0.11349601298570633,275400,0.0,0.0
1980-05-05 00:00:00-04:00,0.0,0.12523730725229812,0.11349601298570633,0.11349601298570633,97200,0.0,0.0
1980-05-06 00:00:00-04:00,0.0,0.12523730725229812,0.11349601298570633,0.11349601298570633,48600,0.0,0.0
1980-05-07 00:00:00-04:00,0.0,0.12523730725229812,0.11349601298570633,0.11349601298570633,534600,0.0,0.0
1980-05-08 00:00:00-04:00,0.0,0.12719401443754466,0.115453340113163,0.115453340113163,1263600,0.0,0.0
1980-05-09 00:00:00-04:00,0.115453340113163,0.115453340113163,0.115453340113163,0.115453340113163,0,0.0,0.0
1980-05-12 00:00:00-04:00,0.0,0.1291511079587923,0.117409810423851,0.11740981042385101,210600,0.0,0.0
1980-05-13 00:00:00-04:00,0.117409810423851,0.117409810423851,0.117409810423851,0.11740981042385101,0,0.0,0.0
1980-05-14 00:00:00-04:00,0.117409810423851,0.117409810423851,0.117409810423851,0.11740981042385101,0,0.0,0.0
1980-05-15 00:00:00-04:00,0.0,0.1291511079587923,0.117409810423851,0.11740981042385101,324000,0.0,0.0
1980-05-16 00:00:00-04:00,0.0,0.1311075937107662,0.11936693638563156,0.11936693638563156,32400,0.0,0.0
1980-05-19 00:00:00-04:00,0.0,0.1369780594754129,0.1252373903989792,0.1252373903989792,178200,0.0,0.0
1980-05-20 00:00:00-04:00,0.0,0.1428490191708202,0.13110771775245667,0.13110771775245667,16200,0.0,0.0
1980-05-21 00:00:00-04:00,0.0,0.14089185152051956,0.12915118038654327,0.12915118038654327,113400,0.0,0.0
1980-05-22 00:00:00-04:00,0.0,0.14089185152051956,0.12915118038654327,0.12915118038654327,113400,0.0,0.0
1980-05-23 00:00:00-04:00,0.0,0.14089185152051956,0.12915118038654327,0.12915118038654327,32400,0.0,0.0
1980-05-27 00:00:00-04:00,0.0,0.1428490191708202,0.13110771775245667,0.13110771775245667,372600,0.0,0.0
1980-05-28 00:00:00-04:00,0.13110771775245667,0.13110771775245667,0.13110771775245667,0.13110771775245667,0,0.0,0.0
1980-05-29 00:00:00-04:00,0.0,0.1428490191708202,0.13110771775245667,0.13110771775245667,97200,0.0,0.0
1980-05-30 00:00:00-04:00,0.0,0.14480565966052136,0.13306498527526855,0.13306498527526855,324000,0.0,0.0
1980-06-02 00:00:00-04:00,0.0,0.1428490191708202,0.13110771775245667,0.13110771775245667,243000,0.0,0.0
1980-06-03 00:00:00-04:00,0.0,0.14089185152051956,0.12915118038654327,0.12915118038654327,324000,0.0,0.0
1980-06-04 00:00:00-04:00,0.0,0.1369780594754129,0.1252373903989792,0.1252373903989792,48600,0.0,0.0
1980-06-05 00:00:00-04:00,0.1252373903989792,0.1252373903989792,0.1252373903989792,0.1252373903989792,0,0.0,0.0
1980-06-06 00:00:00-04:00,0.0,0.1369780594754129,0.1252373903989792,0.1252373903989792,64800,0.0,0.0
1980-06-09 00:00:00-04:00,0.1252373903989792,0.1252373903989792,0.1252373903989792,0.1252373903989792,0,0.0,0.0
1980-06-10 00:00:00-04:00,0.0,0.1369780594754129,0.1252373903989792,0.1252373903989792,178200,0.0,0.0
1980-06-11 00:00:00-04:00,0.0,0.1369780594754129,0.1252373903989792,0.1252373903989792,97200,0.0,0.0
1980-06-12 00:00:00-04:00,0.1252373903989792,0.1252373903989792,0.1252373903989792,0.1252373903989792,0,0.0,0.0
1980-06-13 00:00:00-04:00,0.1252373903989792,0.1252373903989792,0.1252373903989792,0.1252373903989792,0,0.0,0.0
1980-06-16 00:00:00-04:00,0.1252373903989792,0.1252373903989792,0.1252373903989792,0.1252373903989792,0,0.0,0.0
1980-06-17 00:00:00-04:00,0.1252373903989792,0.1252373903989792,0.1252373903989792,0.1252373903989792,0,0.0,0.0
1980-06-18 00:00:00-04:00,0.1252373903989792,0.1252373903989792,0.1252373903989792,0.1252373903989792,0,0.0,0.0
1980-06-19 00:00:00-04:00,0.0,0.13502146748426722,0.12328016757965088,0.12328016757965088,48600,0.0,0.0
1980-06-20 00:00:00-04:00,0.0,0.13502146748426722,0.12328016757965088,0.12328016757965088,16200,0.0,0.0
1980-06-23 00:00:00-04:00,0.12328016757965088,0.12328016757965088,0.12328016757965088,0.12328016757965088,0,0.0,0.0
1980-06-24 00:00:00-04:00,0.12328016757965088,0.12328016757965088,0.12328016757965088,0.12328016757965088,0,0.0,0.0
1980-06-25 00:00:00-04:00,0.0,0.13502146748426722,0.12328016757965088,0.12328016757965088,48600,0.0,0.0
1980-06-26 00:00:00-04:00,0.12328016757965088,0.12328016757965088,0.12328016757965088,0.12328016757965088,0,0.0,0.0
1980-06-27 00:00:00-04:00,0.0,0.13502146748426722,0.12328016757965088,0.12328016757965088,648000,0.0,0.0
1980-06-30 00:00:00-04:00,0.12328016757965088,0.12328016757965088,0.12328016757965088,0.12328016757965088,0,0.0,0.0
1980-07-01 00:00:00-04:00,0.0,0.13502146748426722,0.12328016757965088,0.12328016757965088,48600,0.0,0.0
1980-07-02 00:00:00-04:00,0.0,0.13502146748426722,0.12328016757965088,0.12328016757965088,32400,0.0,0.0
1980-07-03 00:00:00-04:00,0.12328016757965088,0.12328016757965088,0.12328016757965088,0.12328016757965088,0,0.0,0.0
1980-07-07 00:00:00-04:00,0.12328016757965088,0.12328016757965088,0.12328016757965088,0.12328016757965088,0,0.0,0.0
1980-07-08 00:00:00-04:00,0.0,0.1330649251068393,0.1252373903989792,0.1252373903989792,210600,0.0,0.0
1980-07-09 00:00:00-04:00,0.0,0.1311076843754201,0.12132358551025389,0.1213235855102539,243000,0.0,0.0
1980-07-10 00:00:00-04:00,0.0,0.1311076843754201,0.12132358551025389,0.1213235855102539,16200,0.0,0.0
1980-07-11 00:00:00-04:00,0.0,0.12915102848481805,0.11936693638563156,0.11936693638563156,1652400,0.0,0.0
1980-07-14 00:00:00-04:00,0.0,0.12915102848481805,0.11936693638563156,0.11936693638563156,48600,0.0,0.0
1980-07-15 00:00:00-04:00,0.11936693638563156,0.11936693638563156,0.11936693638563156,0.11936693638563156,0,0.0,0.0
1980-07-16 00:00:00-04:00,0.11936693638563156,0.11936693638563156,0.11936693638563156,0.11936693638563156,0,0.0,0.0
1980-07-17 00:00:00-04:00,0.11936693638563156,0.11936693638563156,0.11936693638563156,0.11936693638563156,0,0.0,0.0
1980-07-18 00:00:00-04:00,0.0,0.12915102848481805,0.11936693638563156,0.11936693638563156,16200,0.0,0.0
1980-07-21 00:00:00-04:00,0.11936693638563156,0.11936693638563156,0.11936693638563156,0.11936693638563156,0,0.0,0.0
1980-07-22 00:00:00-04:00,0.0,0.1271939085437459,0.117409810423851,0.11740981042385101,64800,0.0,0.0
1980-07-23 00:00:00-04:00,0.117409810423851,0.117409810423851,0.117409810423851,0.11740981042385101,0,0.0,0.0
1980-07-24 00:00:00-04:00,0.0,0.1271939085437459,0.117409810423851,0.11740981042385101,178200,0.0,0.0
1980-07-25 00:00:00-04:00,0.117409810423851,0.117409810423851,0.117409810423851,0.11740981042385101,0,0.0,0.0
1980-07-28 00:00:00-04:00,0.0,0.12523738178711336,0.11643156409263612,0.11643156409263611,16200,0.0,0.0
1980-07-29 00:00:00-04:00,0.11643156409263612,0.11643156409263612,0.11643156409263612,0.11643156409263611,0,0.0,0.0
1980-07-30 00:00:00-04:00,0.11643156409263612,0.11643156409263612,0.11643156409263612,0.11643156409263611,0,0.0,0.0
